index,HHID,HLID,country
6_Congo_MICS6_30_28_2,6_Congo_MICS6_30_28,6_Congo_MICS6_30_28_2,Congo_MICS6
6_Congo_MICS6_30_30_2,6_Congo_MICS6_30_30,6_Congo_MICS6_30_30_2,Congo_MICS6
6_Congo_MICS6_30_30_3,6_Congo_MICS6_30_30,6_Congo_MICS6_30_30_3,Congo_MICS6
6_Congo_MICS6_30_30_4,6_Congo_MICS6_30_30,6_Congo_MICS6_30_30_4,Congo_MICS6
6_Congo_MICS6_30_30_5,6_Congo_MICS6_30_30,6_Congo_MICS6_30_30_5,Congo_MICS6
6_Congo_MICS6_30_30_7,6_Congo_MICS6_30_30,6_Congo_MICS6_30_30_7,Congo_MICS6
6_Congo_MICS6_31_2_1,6_Congo_MICS6_31_2,6_Congo_MICS6_31_2_1,Congo_MICS6
6_Congo_MICS6_31_2_4,6_Congo_MICS6_31_2,6_Congo_MICS6_31_2_4,Congo_MICS6
6_Congo_MICS6_31_4_2,6_Congo_MICS6_31_4,6_Congo_MICS6_31_4_2,Congo_MICS6
6_Congo_MICS6_31_5_5,6_Congo_MICS6_31_5,6_Congo_MICS6_31_5_5,Congo_MICS6
6_Congo_MICS6_31_5_9,6_Congo_MICS6_31_5,6_Congo_MICS6_31_5_9,Congo_MICS6
6_Congo_MICS6_31_5_16,6_Congo_MICS6_31_5,6_Congo_MICS6_31_5_16,Congo_MICS6
6_Congo_MICS6_31_5_17,6_Congo_MICS6_31_5,6_Congo_MICS6_31_5_17,Congo_MICS6
6_Congo_MICS6_31_6_1,6_Congo_MICS6_31_6,6_Congo_MICS6_31_6_1,Congo_MICS6
6_Congo_MICS6_31_7_1,6_Congo_MICS6_31_7,6_Congo_MICS6_31_7_1,Congo_MICS6
6_Congo_MICS6_31_8_2,6_Congo_MICS6_31_8,6_Congo_MICS6_31_8_2,Congo_MICS6
6_Congo_MICS6_31_8_4,6_Congo_MICS6_31_8,6_Congo_MICS6_31_8_4,Congo_MICS6
6_Congo_MICS6_31_8_8,6_Congo_MICS6_31_8,6_Congo_MICS6_31_8_8,Congo_MICS6
6_Congo_MICS6_31_10_1,6_Congo_MICS6_31_10,6_Congo_MICS6_31_10_1,Congo_MICS6
6_Congo_MICS6_31_11_2,6_Congo_MICS6_31_11,6_Congo_MICS6_31_11_2,Congo_MICS6
6_Congo_MICS6_31_11_3,6_Congo_MICS6_31_11,6_Congo_MICS6_31_11_3,Congo_MICS6
6_Congo_MICS6_31_12_2,6_Congo_MICS6_31_12,6_Congo_MICS6_31_12_2,Congo_MICS6
6_Congo_MICS6_31_13_4,6_Congo_MICS6_31_13,6_Congo_MICS6_31_13_4,Congo_MICS6
6_Congo_MICS6_31_14_3,6_Congo_MICS6_31_14,6_Congo_MICS6_31_14_3,Congo_MICS6
6_Congo_MICS6_31_14_4,6_Congo_MICS6_31_14,6_Congo_MICS6_31_14_4,Congo_MICS6
6_Congo_MICS6_31_14_6,6_Congo_MICS6_31_14,6_Congo_MICS6_31_14_6,Congo_MICS6
6_Congo_MICS6_31_15_2,6_Congo_MICS6_31_15,6_Congo_MICS6_31_15_2,Congo_MICS6
6_Congo_MICS6_31_16_2,6_Congo_MICS6_31_16,6_Congo_MICS6_31_16_2,Congo_MICS6
6_Congo_MICS6_31_17_2,6_Congo_MICS6_31_17,6_Congo_MICS6_31_17_2,Congo_MICS6
6_Congo_MICS6_31_17_3,6_Congo_MICS6_31_17,6_Congo_MICS6_31_17_3,Congo_MICS6
6_Congo_MICS6_31_18_1,6_Congo_MICS6_31_18,6_Congo_MICS6_31_18_1,Congo_MICS6
6_Congo_MICS6_31_19_1,6_Congo_MICS6_31_19,6_Congo_MICS6_31_19_1,Congo_MICS6
6_Congo_MICS6_31_19_2,6_Congo_MICS6_31_19,6_Congo_MICS6_31_19_2,Congo_MICS6
6_Congo_MICS6_31_19_3,6_Congo_MICS6_31_19,6_Congo_MICS6_31_19_3,Congo_MICS6
6_Congo_MICS6_31_19_4,6_Congo_MICS6_31_19,6_Congo_MICS6_31_19_4,Congo_MICS6
6_Congo_MICS6_31_19_5,6_Congo_MICS6_31_19,6_Congo_MICS6_31_19_5,Congo_MICS6
6_Congo_MICS6_31_20_2,6_Congo_MICS6_31_20,6_Congo_MICS6_31_20_2,Congo_MICS6
6_Congo_MICS6_31_20_3,6_Congo_MICS6_31_20,6_Congo_MICS6_31_20_3,Congo_MICS6
6_Congo_MICS6_31_22_2,6_Congo_MICS6_31_22,6_Congo_MICS6_31_22_2,Congo_MICS6
6_Congo_MICS6_31_24_3,6_Congo_MICS6_31_24,6_Congo_MICS6_31_24_3,Congo_MICS6
6_Congo_MICS6_31_26_2,6_Congo_MICS6_31_26,6_Congo_MICS6_31_26_2,Congo_MICS6
6_Congo_MICS6_31_26_3,6_Congo_MICS6_31_26,6_Congo_MICS6_31_26_3,Congo_MICS6
6_Congo_MICS6_31_27_2,6_Congo_MICS6_31_27,6_Congo_MICS6_31_27_2,Congo_MICS6
6_Congo_MICS6_31_28_2,6_Congo_MICS6_31_28,6_Congo_MICS6_31_28_2,Congo_MICS6
6_Congo_MICS6_31_29_2,6_Congo_MICS6_31_29,6_Congo_MICS6_31_29_2,Congo_MICS6
6_Congo_MICS6_32_2_2,6_Congo_MICS6_32_2,6_Congo_MICS6_32_2_2,Congo_MICS6
6_Congo_MICS6_32_4_2,6_Congo_MICS6_32_4,6_Congo_MICS6_32_4_2,Congo_MICS6
6_Congo_MICS6_32_5_2,6_Congo_MICS6_32_5,6_Congo_MICS6_32_5_2,Congo_MICS6
6_Congo_MICS6_32_6_2,6_Congo_MICS6_32_6,6_Congo_MICS6_32_6_2,Congo_MICS6
6_Congo_MICS6_32_7_1,6_Congo_MICS6_32_7,6_Congo_MICS6_32_7_1,Congo_MICS6
6_Congo_MICS6_32_7_2,6_Congo_MICS6_32_7,6_Congo_MICS6_32_7_2,Congo_MICS6
6_Congo_MICS6_32_7_3,6_Congo_MICS6_32_7,6_Congo_MICS6_32_7_3,Congo_MICS6
6_Congo_MICS6_32_8_2,6_Congo_MICS6_32_8,6_Congo_MICS6_32_8_2,Congo_MICS6
6_Congo_MICS6_32_8_3,6_Congo_MICS6_32_8,6_Congo_MICS6_32_8_3,Congo_MICS6
6_Congo_MICS6_32_9_2,6_Congo_MICS6_32_9,6_Congo_MICS6_32_9_2,Congo_MICS6
6_Congo_MICS6_32_9_3,6_Congo_MICS6_32_9,6_Congo_MICS6_32_9_3,Congo_MICS6
6_Congo_MICS6_32_9_6,6_Congo_MICS6_32_9,6_Congo_MICS6_32_9_6,Congo_MICS6
6_Congo_MICS6_32_12_2,6_Congo_MICS6_32_12,6_Congo_MICS6_32_12_2,Congo_MICS6
6_Congo_MICS6_32_13_2,6_Congo_MICS6_32_13,6_Congo_MICS6_32_13_2,Congo_MICS6
6_Congo_MICS6_32_15_3,6_Congo_MICS6_32_15,6_Congo_MICS6_32_15_3,Congo_MICS6
6_Congo_MICS6_32_15_4,6_Congo_MICS6_32_15,6_Congo_MICS6_32_15_4,Congo_MICS6
6_Congo_MICS6_32_15_5,6_Congo_MICS6_32_15,6_Congo_MICS6_32_15_5,Congo_MICS6
6_Congo_MICS6_32_15_6,6_Congo_MICS6_32_15,6_Congo_MICS6_32_15_6,Congo_MICS6
6_Congo_MICS6_32_17_2,6_Congo_MICS6_32_17,6_Congo_MICS6_32_17_2,Congo_MICS6
6_Congo_MICS6_32_18_2,6_Congo_MICS6_32_18,6_Congo_MICS6_32_18_2,Congo_MICS6
6_Congo_MICS6_32_18_4,6_Congo_MICS6_32_18,6_Congo_MICS6_32_18_4,Congo_MICS6
6_Congo_MICS6_32_19_2,6_Congo_MICS6_32_19,6_Congo_MICS6_32_19_2,Congo_MICS6
6_Congo_MICS6_32_20_2,6_Congo_MICS6_32_20,6_Congo_MICS6_32_20_2,Congo_MICS6
6_Congo_MICS6_32_21_1,6_Congo_MICS6_32_21,6_Congo_MICS6_32_21_1,Congo_MICS6
6_Congo_MICS6_32_23_2,6_Congo_MICS6_32_23,6_Congo_MICS6_32_23_2,Congo_MICS6
6_Congo_MICS6_32_23_3,6_Congo_MICS6_32_23,6_Congo_MICS6_32_23_3,Congo_MICS6
6_Congo_MICS6_32_23_5,6_Congo_MICS6_32_23,6_Congo_MICS6_32_23_5,Congo_MICS6
6_Congo_MICS6_32_23_8,6_Congo_MICS6_32_23,6_Congo_MICS6_32_23_8,Congo_MICS6
6_Congo_MICS6_32_23_10,6_Congo_MICS6_32_23,6_Congo_MICS6_32_23_10,Congo_MICS6
6_Congo_MICS6_32_24_2,6_Congo_MICS6_32_24,6_Congo_MICS6_32_24_2,Congo_MICS6
6_Congo_MICS6_32_25_5,6_Congo_MICS6_32_25,6_Congo_MICS6_32_25_5,Congo_MICS6
6_Congo_MICS6_32_25_6,6_Congo_MICS6_32_25,6_Congo_MICS6_32_25_6,Congo_MICS6
6_Congo_MICS6_32_26_2,6_Congo_MICS6_32_26,6_Congo_MICS6_32_26_2,Congo_MICS6
6_Congo_MICS6_32_27_2,6_Congo_MICS6_32_27,6_Congo_MICS6_32_27_2,Congo_MICS6
6_Congo_MICS6_32_28_2,6_Congo_MICS6_32_28,6_Congo_MICS6_32_28_2,Congo_MICS6
6_Congo_MICS6_32_28_7,6_Congo_MICS6_32_28,6_Congo_MICS6_32_28_7,Congo_MICS6
6_Congo_MICS6_32_29_1,6_Congo_MICS6_32_29,6_Congo_MICS6_32_29_1,Congo_MICS6
6_Congo_MICS6_32_30_2,6_Congo_MICS6_32_30,6_Congo_MICS6_32_30_2,Congo_MICS6
6_Congo_MICS6_33_1_2,6_Congo_MICS6_33_1,6_Congo_MICS6_33_1_2,Congo_MICS6
6_Congo_MICS6_33_1_3,6_Congo_MICS6_33_1,6_Congo_MICS6_33_1_3,Congo_MICS6
6_Congo_MICS6_33_2_1,6_Congo_MICS6_33_2,6_Congo_MICS6_33_2_1,Congo_MICS6
6_Congo_MICS6_33_3_1,6_Congo_MICS6_33_3,6_Congo_MICS6_33_3_1,Congo_MICS6
6_Congo_MICS6_33_3_2,6_Congo_MICS6_33_3,6_Congo_MICS6_33_3_2,Congo_MICS6
6_Congo_MICS6_33_4_2,6_Congo_MICS6_33_4,6_Congo_MICS6_33_4_2,Congo_MICS6
6_Congo_MICS6_33_5_2,6_Congo_MICS6_33_5,6_Congo_MICS6_33_5_2,Congo_MICS6
6_Congo_MICS6_33_6_2,6_Congo_MICS6_33_6,6_Congo_MICS6_33_6_2,Congo_MICS6
6_Congo_MICS6_33_8_2,6_Congo_MICS6_33_8,6_Congo_MICS6_33_8_2,Congo_MICS6
6_Congo_MICS6_33_9_2,6_Congo_MICS6_33_9,6_Congo_MICS6_33_9_2,Congo_MICS6
6_Congo_MICS6_33_10_2,6_Congo_MICS6_33_10,6_Congo_MICS6_33_10_2,Congo_MICS6
6_Congo_MICS6_33_10_3,6_Congo_MICS6_33_10,6_Congo_MICS6_33_10_3,Congo_MICS6
6_Congo_MICS6_33_11_2,6_Congo_MICS6_33_11,6_Congo_MICS6_33_11_2,Congo_MICS6
6_Congo_MICS6_33_12_1,6_Congo_MICS6_33_12,6_Congo_MICS6_33_12_1,Congo_MICS6
6_Congo_MICS6_33_13_2,6_Congo_MICS6_33_13,6_Congo_MICS6_33_13_2,Congo_MICS6
6_Congo_MICS6_33_14_3,6_Congo_MICS6_33_14,6_Congo_MICS6_33_14_3,Congo_MICS6
6_Congo_MICS6_33_14_5,6_Congo_MICS6_33_14,6_Congo_MICS6_33_14_5,Congo_MICS6
6_Congo_MICS6_33_14_6,6_Congo_MICS6_33_14,6_Congo_MICS6_33_14_6,Congo_MICS6
6_Congo_MICS6_33_15_2,6_Congo_MICS6_33_15,6_Congo_MICS6_33_15_2,Congo_MICS6
6_Congo_MICS6_33_15_3,6_Congo_MICS6_33_15,6_Congo_MICS6_33_15_3,Congo_MICS6
6_Congo_MICS6_33_16_2,6_Congo_MICS6_33_16,6_Congo_MICS6_33_16_2,Congo_MICS6
6_Congo_MICS6_33_16_3,6_Congo_MICS6_33_16,6_Congo_MICS6_33_16_3,Congo_MICS6
6_Congo_MICS6_33_17_2,6_Congo_MICS6_33_17,6_Congo_MICS6_33_17_2,Congo_MICS6
6_Congo_MICS6_33_18_2,6_Congo_MICS6_33_18,6_Congo_MICS6_33_18_2,Congo_MICS6
6_Congo_MICS6_33_19_1,6_Congo_MICS6_33_19,6_Congo_MICS6_33_19_1,Congo_MICS6
6_Congo_MICS6_33_19_2,6_Congo_MICS6_33_19,6_Congo_MICS6_33_19_2,Congo_MICS6
6_Congo_MICS6_33_21_2,6_Congo_MICS6_33_21,6_Congo_MICS6_33_21_2,Congo_MICS6
6_Congo_MICS6_33_22_2,6_Congo_MICS6_33_22,6_Congo_MICS6_33_22_2,Congo_MICS6
6_Congo_MICS6_33_23_2,6_Congo_MICS6_33_23,6_Congo_MICS6_33_23_2,Congo_MICS6
6_Congo_MICS6_33_25_2,6_Congo_MICS6_33_25,6_Congo_MICS6_33_25_2,Congo_MICS6
6_Congo_MICS6_33_29_2,6_Congo_MICS6_33_29,6_Congo_MICS6_33_29_2,Congo_MICS6
6_Congo_MICS6_33_29_3,6_Congo_MICS6_33_29,6_Congo_MICS6_33_29_3,Congo_MICS6
6_Congo_MICS6_33_30_2,6_Congo_MICS6_33_30,6_Congo_MICS6_33_30_2,Congo_MICS6
6_Congo_MICS6_34_1_2,6_Congo_MICS6_34_1,6_Congo_MICS6_34_1_2,Congo_MICS6
6_Congo_MICS6_34_3_2,6_Congo_MICS6_34_3,6_Congo_MICS6_34_3_2,Congo_MICS6
6_Congo_MICS6_34_4_2,6_Congo_MICS6_34_4,6_Congo_MICS6_34_4_2,Congo_MICS6
6_Congo_MICS6_34_6_1,6_Congo_MICS6_34_6,6_Congo_MICS6_34_6_1,Congo_MICS6
6_Congo_MICS6_34_6_2,6_Congo_MICS6_34_6,6_Congo_MICS6_34_6_2,Congo_MICS6
6_Congo_MICS6_34_7_1,6_Congo_MICS6_34_7,6_Congo_MICS6_34_7_1,Congo_MICS6
6_Congo_MICS6_34_8_2,6_Congo_MICS6_34_8,6_Congo_MICS6_34_8_2,Congo_MICS6
6_Congo_MICS6_34_9_2,6_Congo_MICS6_34_9,6_Congo_MICS6_34_9_2,Congo_MICS6
6_Congo_MICS6_34_9_3,6_Congo_MICS6_34_9,6_Congo_MICS6_34_9_3,Congo_MICS6
6_Congo_MICS6_34_10_2,6_Congo_MICS6_34_10,6_Congo_MICS6_34_10_2,Congo_MICS6
6_Congo_MICS6_34_10_3,6_Congo_MICS6_34_10,6_Congo_MICS6_34_10_3,Congo_MICS6
6_Congo_MICS6_34_11_2,6_Congo_MICS6_34_11,6_Congo_MICS6_34_11_2,Congo_MICS6
6_Congo_MICS6_34_11_5,6_Congo_MICS6_34_11,6_Congo_MICS6_34_11_5,Congo_MICS6
6_Congo_MICS6_34_13_2,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_2,Congo_MICS6
6_Congo_MICS6_34_13_3,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_3,Congo_MICS6
6_Congo_MICS6_34_13_4,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_4,Congo_MICS6
6_Congo_MICS6_34_13_5,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_5,Congo_MICS6
6_Congo_MICS6_34_13_6,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_6,Congo_MICS6
6_Congo_MICS6_34_13_7,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_7,Congo_MICS6
6_Congo_MICS6_34_13_8,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_8,Congo_MICS6
6_Congo_MICS6_34_13_9,6_Congo_MICS6_34_13,6_Congo_MICS6_34_13_9,Congo_MICS6
6_Congo_MICS6_34_14_2,6_Congo_MICS6_34_14,6_Congo_MICS6_34_14_2,Congo_MICS6
6_Congo_MICS6_34_14_4,6_Congo_MICS6_34_14,6_Congo_MICS6_34_14_4,Congo_MICS6
6_Congo_MICS6_34_15_2,6_Congo_MICS6_34_15,6_Congo_MICS6_34_15_2,Congo_MICS6
6_Congo_MICS6_34_16_2,6_Congo_MICS6_34_16,6_Congo_MICS6_34_16_2,Congo_MICS6
6_Congo_MICS6_34_18_2,6_Congo_MICS6_34_18,6_Congo_MICS6_34_18_2,Congo_MICS6
6_Congo_MICS6_34_19_1,6_Congo_MICS6_34_19,6_Congo_MICS6_34_19_1,Congo_MICS6
6_Congo_MICS6_34_20_2,6_Congo_MICS6_34_20,6_Congo_MICS6_34_20_2,Congo_MICS6
6_Congo_MICS6_34_21_1,6_Congo_MICS6_34_21,6_Congo_MICS6_34_21_1,Congo_MICS6
6_Congo_MICS6_34_21_4,6_Congo_MICS6_34_21,6_Congo_MICS6_34_21_4,Congo_MICS6
6_Congo_MICS6_34_22_2,6_Congo_MICS6_34_22,6_Congo_MICS6_34_22_2,Congo_MICS6
6_Congo_MICS6_34_22_3,6_Congo_MICS6_34_22,6_Congo_MICS6_34_22_3,Congo_MICS6
6_Congo_MICS6_34_23_3,6_Congo_MICS6_34_23,6_Congo_MICS6_34_23_3,Congo_MICS6
6_Congo_MICS6_34_24_2,6_Congo_MICS6_34_24,6_Congo_MICS6_34_24_2,Congo_MICS6
6_Congo_MICS6_34_26_2,6_Congo_MICS6_34_26,6_Congo_MICS6_34_26_2,Congo_MICS6
6_Congo_MICS6_34_27_4,6_Congo_MICS6_34_27,6_Congo_MICS6_34_27_4,Congo_MICS6
6_Congo_MICS6_34_28_2,6_Congo_MICS6_34_28,6_Congo_MICS6_34_28_2,Congo_MICS6
6_Congo_MICS6_34_29_2,6_Congo_MICS6_34_29,6_Congo_MICS6_34_29_2,Congo_MICS6
6_Congo_MICS6_34_29_4,6_Congo_MICS6_34_29,6_Congo_MICS6_34_29_4,Congo_MICS6
6_Congo_MICS6_34_30_2,6_Congo_MICS6_34_30,6_Congo_MICS6_34_30_2,Congo_MICS6
6_Congo_MICS6_34_30_6,6_Congo_MICS6_34_30,6_Congo_MICS6_34_30_6,Congo_MICS6
6_Congo_MICS6_35_1_2,6_Congo_MICS6_35_1,6_Congo_MICS6_35_1_2,Congo_MICS6
6_Congo_MICS6_35_1_3,6_Congo_MICS6_35_1,6_Congo_MICS6_35_1_3,Congo_MICS6
6_Congo_MICS6_35_2_2,6_Congo_MICS6_35_2,6_Congo_MICS6_35_2_2,Congo_MICS6
6_Congo_MICS6_35_3_4,6_Congo_MICS6_35_3,6_Congo_MICS6_35_3_4,Congo_MICS6
6_Congo_MICS6_35_3_6,6_Congo_MICS6_35_3,6_Congo_MICS6_35_3_6,Congo_MICS6
6_Congo_MICS6_35_3_8,6_Congo_MICS6_35_3,6_Congo_MICS6_35_3_8,Congo_MICS6
6_Congo_MICS6_35_4_1,6_Congo_MICS6_35_4,6_Congo_MICS6_35_4_1,Congo_MICS6
6_Congo_MICS6_35_7_2,6_Congo_MICS6_35_7,6_Congo_MICS6_35_7_2,Congo_MICS6
6_Congo_MICS6_35_8_2,6_Congo_MICS6_35_8,6_Congo_MICS6_35_8_2,Congo_MICS6
6_Congo_MICS6_35_9_3,6_Congo_MICS6_35_9,6_Congo_MICS6_35_9_3,Congo_MICS6
6_Congo_MICS6_35_10_2,6_Congo_MICS6_35_10,6_Congo_MICS6_35_10_2,Congo_MICS6
6_Congo_MICS6_35_11_2,6_Congo_MICS6_35_11,6_Congo_MICS6_35_11_2,Congo_MICS6
6_Congo_MICS6_35_13_2,6_Congo_MICS6_35_13,6_Congo_MICS6_35_13_2,Congo_MICS6
6_Congo_MICS6_35_14_2,6_Congo_MICS6_35_14,6_Congo_MICS6_35_14_2,Congo_MICS6
6_Congo_MICS6_35_15_2,6_Congo_MICS6_35_15,6_Congo_MICS6_35_15_2,Congo_MICS6
6_Congo_MICS6_35_16_2,6_Congo_MICS6_35_16,6_Congo_MICS6_35_16_2,Congo_MICS6
6_Congo_MICS6_35_16_3,6_Congo_MICS6_35_16,6_Congo_MICS6_35_16_3,Congo_MICS6
6_Congo_MICS6_35_18_2,6_Congo_MICS6_35_18,6_Congo_MICS6_35_18_2,Congo_MICS6
6_Congo_MICS6_35_18_3,6_Congo_MICS6_35_18,6_Congo_MICS6_35_18_3,Congo_MICS6
6_Congo_MICS6_35_18_5,6_Congo_MICS6_35_18,6_Congo_MICS6_35_18_5,Congo_MICS6
6_Congo_MICS6_35_19_2,6_Congo_MICS6_35_19,6_Congo_MICS6_35_19_2,Congo_MICS6
6_Congo_MICS6_35_20_2,6_Congo_MICS6_35_20,6_Congo_MICS6_35_20_2,Congo_MICS6
6_Congo_MICS6_35_20_5,6_Congo_MICS6_35_20,6_Congo_MICS6_35_20_5,Congo_MICS6
6_Congo_MICS6_35_21_2,6_Congo_MICS6_35_21,6_Congo_MICS6_35_21_2,Congo_MICS6
6_Congo_MICS6_35_22_5,6_Congo_MICS6_35_22,6_Congo_MICS6_35_22_5,Congo_MICS6
6_Congo_MICS6_35_23_2,6_Congo_MICS6_35_23,6_Congo_MICS6_35_23_2,Congo_MICS6
6_Congo_MICS6_35_23_3,6_Congo_MICS6_35_23,6_Congo_MICS6_35_23_3,Congo_MICS6
6_Congo_MICS6_35_23_4,6_Congo_MICS6_35_23,6_Congo_MICS6_35_23_4,Congo_MICS6
6_Congo_MICS6_35_23_6,6_Congo_MICS6_35_23,6_Congo_MICS6_35_23_6,Congo_MICS6
6_Congo_MICS6_35_24_1,6_Congo_MICS6_35_24,6_Congo_MICS6_35_24_1,Congo_MICS6
6_Congo_MICS6_35_24_3,6_Congo_MICS6_35_24,6_Congo_MICS6_35_24_3,Congo_MICS6
6_Congo_MICS6_35_25_2,6_Congo_MICS6_35_25,6_Congo_MICS6_35_25_2,Congo_MICS6
6_Congo_MICS6_35_26_2,6_Congo_MICS6_35_26,6_Congo_MICS6_35_26_2,Congo_MICS6
6_Congo_MICS6_35_27_2,6_Congo_MICS6_35_27,6_Congo_MICS6_35_27_2,Congo_MICS6
6_Congo_MICS6_35_28_1,6_Congo_MICS6_35_28,6_Congo_MICS6_35_28_1,Congo_MICS6
6_Congo_MICS6_35_28_2,6_Congo_MICS6_35_28,6_Congo_MICS6_35_28_2,Congo_MICS6
6_Congo_MICS6_35_28_3,6_Congo_MICS6_35_28,6_Congo_MICS6_35_28_3,Congo_MICS6
6_Congo_MICS6_35_30_2,6_Congo_MICS6_35_30,6_Congo_MICS6_35_30_2,Congo_MICS6
6_Congo_MICS6_36_1_2,6_Congo_MICS6_36_1,6_Congo_MICS6_36_1_2,Congo_MICS6
6_Congo_MICS6_36_2_2,6_Congo_MICS6_36_2,6_Congo_MICS6_36_2_2,Congo_MICS6
6_Congo_MICS6_36_5_2,6_Congo_MICS6_36_5,6_Congo_MICS6_36_5_2,Congo_MICS6
6_Congo_MICS6_36_6_2,6_Congo_MICS6_36_6,6_Congo_MICS6_36_6_2,Congo_MICS6
6_Congo_MICS6_36_7_2,6_Congo_MICS6_36_7,6_Congo_MICS6_36_7_2,Congo_MICS6
6_Congo_MICS6_36_7_5,6_Congo_MICS6_36_7,6_Congo_MICS6_36_7_5,Congo_MICS6
6_Congo_MICS6_36_7_6,6_Congo_MICS6_36_7,6_Congo_MICS6_36_7_6,Congo_MICS6
6_Congo_MICS6_36_8_2,6_Congo_MICS6_36_8,6_Congo_MICS6_36_8_2,Congo_MICS6
6_Congo_MICS6_36_9_2,6_Congo_MICS6_36_9,6_Congo_MICS6_36_9_2,Congo_MICS6
6_Congo_MICS6_36_9_3,6_Congo_MICS6_36_9,6_Congo_MICS6_36_9_3,Congo_MICS6
6_Congo_MICS6_36_10_2,6_Congo_MICS6_36_10,6_Congo_MICS6_36_10_2,Congo_MICS6
6_Congo_MICS6_36_12_3,6_Congo_MICS6_36_12,6_Congo_MICS6_36_12_3,Congo_MICS6
6_Congo_MICS6_36_12_4,6_Congo_MICS6_36_12,6_Congo_MICS6_36_12_4,Congo_MICS6
6_Congo_MICS6_36_14_2,6_Congo_MICS6_36_14,6_Congo_MICS6_36_14_2,Congo_MICS6
6_Congo_MICS6_36_15_2,6_Congo_MICS6_36_15,6_Congo_MICS6_36_15_2,Congo_MICS6
6_Congo_MICS6_36_15_3,6_Congo_MICS6_36_15,6_Congo_MICS6_36_15_3,Congo_MICS6
6_Congo_MICS6_36_16_2,6_Congo_MICS6_36_16,6_Congo_MICS6_36_16_2,Congo_MICS6
6_Congo_MICS6_36_18_1,6_Congo_MICS6_36_18,6_Congo_MICS6_36_18_1,Congo_MICS6
6_Congo_MICS6_36_20_3,6_Congo_MICS6_36_20,6_Congo_MICS6_36_20_3,Congo_MICS6
6_Congo_MICS6_36_21_2,6_Congo_MICS6_36_21,6_Congo_MICS6_36_21_2,Congo_MICS6
6_Congo_MICS6_36_22_2,6_Congo_MICS6_36_22,6_Congo_MICS6_36_22_2,Congo_MICS6
6_Congo_MICS6_36_22_3,6_Congo_MICS6_36_22,6_Congo_MICS6_36_22_3,Congo_MICS6
6_Congo_MICS6_36_24_3,6_Congo_MICS6_36_24,6_Congo_MICS6_36_24_3,Congo_MICS6
6_Congo_MICS6_36_25_2,6_Congo_MICS6_36_25,6_Congo_MICS6_36_25_2,Congo_MICS6
6_Congo_MICS6_36_25_3,6_Congo_MICS6_36_25,6_Congo_MICS6_36_25_3,Congo_MICS6
6_Congo_MICS6_36_26_2,6_Congo_MICS6_36_26,6_Congo_MICS6_36_26_2,Congo_MICS6
6_Congo_MICS6_36_26_3,6_Congo_MICS6_36_26,6_Congo_MICS6_36_26_3,Congo_MICS6
6_Congo_MICS6_36_26_6,6_Congo_MICS6_36_26,6_Congo_MICS6_36_26_6,Congo_MICS6
6_Congo_MICS6_36_27_1,6_Congo_MICS6_36_27,6_Congo_MICS6_36_27_1,Congo_MICS6
6_Congo_MICS6_36_28_1,6_Congo_MICS6_36_28,6_Congo_MICS6_36_28_1,Congo_MICS6
6_Congo_MICS6_36_29_2,6_Congo_MICS6_36_29,6_Congo_MICS6_36_29_2,Congo_MICS6
6_Congo_MICS6_37_1_2,6_Congo_MICS6_37_1,6_Congo_MICS6_37_1_2,Congo_MICS6
6_Congo_MICS6_37_2_2,6_Congo_MICS6_37_2,6_Congo_MICS6_37_2_2,Congo_MICS6
6_Congo_MICS6_37_2_3,6_Congo_MICS6_37_2,6_Congo_MICS6_37_2_3,Congo_MICS6
6_Congo_MICS6_37_3_4,6_Congo_MICS6_37_3,6_Congo_MICS6_37_3_4,Congo_MICS6
6_Congo_MICS6_37_5_2,6_Congo_MICS6_37_5,6_Congo_MICS6_37_5_2,Congo_MICS6
6_Congo_MICS6_37_12_2,6_Congo_MICS6_37_12,6_Congo_MICS6_37_12_2,Congo_MICS6
6_Congo_MICS6_37_13_3,6_Congo_MICS6_37_13,6_Congo_MICS6_37_13_3,Congo_MICS6
6_Congo_MICS6_37_14_3,6_Congo_MICS6_37_14,6_Congo_MICS6_37_14_3,Congo_MICS6
6_Congo_MICS6_37_16_2,6_Congo_MICS6_37_16,6_Congo_MICS6_37_16_2,Congo_MICS6
6_Congo_MICS6_37_18_2,6_Congo_MICS6_37_18,6_Congo_MICS6_37_18_2,Congo_MICS6
6_Congo_MICS6_37_23_3,6_Congo_MICS6_37_23,6_Congo_MICS6_37_23_3,Congo_MICS6
6_Congo_MICS6_37_24_2,6_Congo_MICS6_37_24,6_Congo_MICS6_37_24_2,Congo_MICS6
6_Congo_MICS6_37_25_2,6_Congo_MICS6_37_25,6_Congo_MICS6_37_25_2,Congo_MICS6
6_Congo_MICS6_37_28_2,6_Congo_MICS6_37_28,6_Congo_MICS6_37_28_2,Congo_MICS6
6_Congo_MICS6_37_28_3,6_Congo_MICS6_37_28,6_Congo_MICS6_37_28_3,Congo_MICS6
