index,HHID,HLID,country
6_Congo_MICS6_353_22_3,6_Congo_MICS6_353_22,6_Congo_MICS6_353_22_3,Congo_MICS6
6_Congo_MICS6_353_24_2,6_Congo_MICS6_353_24,6_Congo_MICS6_353_24_2,Congo_MICS6
6_Congo_MICS6_353_25_2,6_Congo_MICS6_353_25,6_Congo_MICS6_353_25_2,Congo_MICS6
6_Congo_MICS6_353_28_4,6_Congo_MICS6_353_28,6_Congo_MICS6_353_28_4,Congo_MICS6
6_Congo_MICS6_354_1_4,6_Congo_MICS6_354_1,6_Congo_MICS6_354_1_4,Congo_MICS6
6_Congo_MICS6_354_3_2,6_Congo_MICS6_354_3,6_Congo_MICS6_354_3_2,Congo_MICS6
6_Congo_MICS6_354_3_3,6_Congo_MICS6_354_3,6_Congo_MICS6_354_3_3,Congo_MICS6
6_Congo_MICS6_354_4_2,6_Congo_MICS6_354_4,6_Congo_MICS6_354_4_2,Congo_MICS6
6_Congo_MICS6_354_5_2,6_Congo_MICS6_354_5,6_Congo_MICS6_354_5_2,Congo_MICS6
6_Congo_MICS6_354_6_4,6_Congo_MICS6_354_6,6_Congo_MICS6_354_6_4,Congo_MICS6
6_Congo_MICS6_354_9_1,6_Congo_MICS6_354_9,6_Congo_MICS6_354_9_1,Congo_MICS6
6_Congo_MICS6_354_9_3,6_Congo_MICS6_354_9,6_Congo_MICS6_354_9_3,Congo_MICS6
6_Congo_MICS6_354_11_3,6_Congo_MICS6_354_11,6_Congo_MICS6_354_11_3,Congo_MICS6
6_Congo_MICS6_354_11_4,6_Congo_MICS6_354_11,6_Congo_MICS6_354_11_4,Congo_MICS6
6_Congo_MICS6_354_14_5,6_Congo_MICS6_354_14,6_Congo_MICS6_354_14_5,Congo_MICS6
6_Congo_MICS6_354_15_2,6_Congo_MICS6_354_15,6_Congo_MICS6_354_15_2,Congo_MICS6
6_Congo_MICS6_354_16_1,6_Congo_MICS6_354_16,6_Congo_MICS6_354_16_1,Congo_MICS6
6_Congo_MICS6_354_17_1,6_Congo_MICS6_354_17,6_Congo_MICS6_354_17_1,Congo_MICS6
6_Congo_MICS6_354_17_2,6_Congo_MICS6_354_17,6_Congo_MICS6_354_17_2,Congo_MICS6
6_Congo_MICS6_354_19_2,6_Congo_MICS6_354_19,6_Congo_MICS6_354_19_2,Congo_MICS6
6_Congo_MICS6_354_19_3,6_Congo_MICS6_354_19,6_Congo_MICS6_354_19_3,Congo_MICS6
6_Congo_MICS6_354_21_1,6_Congo_MICS6_354_21,6_Congo_MICS6_354_21_1,Congo_MICS6
6_Congo_MICS6_354_24_2,6_Congo_MICS6_354_24,6_Congo_MICS6_354_24_2,Congo_MICS6
6_Congo_MICS6_354_25_2,6_Congo_MICS6_354_25,6_Congo_MICS6_354_25_2,Congo_MICS6
6_Congo_MICS6_354_26_2,6_Congo_MICS6_354_26,6_Congo_MICS6_354_26_2,Congo_MICS6
6_Congo_MICS6_354_27_1,6_Congo_MICS6_354_27,6_Congo_MICS6_354_27_1,Congo_MICS6
6_Congo_MICS6_354_27_2,6_Congo_MICS6_354_27,6_Congo_MICS6_354_27_2,Congo_MICS6
6_Congo_MICS6_354_28_2,6_Congo_MICS6_354_28,6_Congo_MICS6_354_28_2,Congo_MICS6
6_Congo_MICS6_354_29_2,6_Congo_MICS6_354_29,6_Congo_MICS6_354_29_2,Congo_MICS6
6_Congo_MICS6_354_30_2,6_Congo_MICS6_354_30,6_Congo_MICS6_354_30_2,Congo_MICS6
6_Congo_MICS6_355_1_2,6_Congo_MICS6_355_1,6_Congo_MICS6_355_1_2,Congo_MICS6
6_Congo_MICS6_355_2_1,6_Congo_MICS6_355_2,6_Congo_MICS6_355_2_1,Congo_MICS6
6_Congo_MICS6_355_2_2,6_Congo_MICS6_355_2,6_Congo_MICS6_355_2_2,Congo_MICS6
6_Congo_MICS6_355_3_2,6_Congo_MICS6_355_3,6_Congo_MICS6_355_3_2,Congo_MICS6
6_Congo_MICS6_355_5_2,6_Congo_MICS6_355_5,6_Congo_MICS6_355_5_2,Congo_MICS6
6_Congo_MICS6_355_5_3,6_Congo_MICS6_355_5,6_Congo_MICS6_355_5_3,Congo_MICS6
6_Congo_MICS6_355_7_2,6_Congo_MICS6_355_7,6_Congo_MICS6_355_7_2,Congo_MICS6
6_Congo_MICS6_355_8_2,6_Congo_MICS6_355_8,6_Congo_MICS6_355_8_2,Congo_MICS6
6_Congo_MICS6_355_9_5,6_Congo_MICS6_355_9,6_Congo_MICS6_355_9_5,Congo_MICS6
6_Congo_MICS6_355_10_2,6_Congo_MICS6_355_10,6_Congo_MICS6_355_10_2,Congo_MICS6
6_Congo_MICS6_355_11_2,6_Congo_MICS6_355_11,6_Congo_MICS6_355_11_2,Congo_MICS6
6_Congo_MICS6_355_13_2,6_Congo_MICS6_355_13,6_Congo_MICS6_355_13_2,Congo_MICS6
6_Congo_MICS6_355_14_3,6_Congo_MICS6_355_14,6_Congo_MICS6_355_14_3,Congo_MICS6
6_Congo_MICS6_355_15_1,6_Congo_MICS6_355_15,6_Congo_MICS6_355_15_1,Congo_MICS6
6_Congo_MICS6_355_16_2,6_Congo_MICS6_355_16,6_Congo_MICS6_355_16_2,Congo_MICS6
6_Congo_MICS6_355_16_7,6_Congo_MICS6_355_16,6_Congo_MICS6_355_16_7,Congo_MICS6
6_Congo_MICS6_355_17_2,6_Congo_MICS6_355_17,6_Congo_MICS6_355_17_2,Congo_MICS6
6_Congo_MICS6_355_18_2,6_Congo_MICS6_355_18,6_Congo_MICS6_355_18_2,Congo_MICS6
6_Congo_MICS6_355_19_2,6_Congo_MICS6_355_19,6_Congo_MICS6_355_19_2,Congo_MICS6
6_Congo_MICS6_355_21_2,6_Congo_MICS6_355_21,6_Congo_MICS6_355_21_2,Congo_MICS6
6_Congo_MICS6_355_21_4,6_Congo_MICS6_355_21,6_Congo_MICS6_355_21_4,Congo_MICS6
6_Congo_MICS6_355_22_2,6_Congo_MICS6_355_22,6_Congo_MICS6_355_22_2,Congo_MICS6
6_Congo_MICS6_355_23_1,6_Congo_MICS6_355_23,6_Congo_MICS6_355_23_1,Congo_MICS6
6_Congo_MICS6_355_24_2,6_Congo_MICS6_355_24,6_Congo_MICS6_355_24_2,Congo_MICS6
6_Congo_MICS6_355_26_2,6_Congo_MICS6_355_26,6_Congo_MICS6_355_26_2,Congo_MICS6
6_Congo_MICS6_355_27_2,6_Congo_MICS6_355_27,6_Congo_MICS6_355_27_2,Congo_MICS6
6_Congo_MICS6_355_28_2,6_Congo_MICS6_355_28,6_Congo_MICS6_355_28_2,Congo_MICS6
6_Congo_MICS6_355_29_3,6_Congo_MICS6_355_29,6_Congo_MICS6_355_29_3,Congo_MICS6
6_Congo_MICS6_355_30_2,6_Congo_MICS6_355_30,6_Congo_MICS6_355_30_2,Congo_MICS6
6_Congo_MICS6_356_1_2,6_Congo_MICS6_356_1,6_Congo_MICS6_356_1_2,Congo_MICS6
6_Congo_MICS6_356_2_2,6_Congo_MICS6_356_2,6_Congo_MICS6_356_2_2,Congo_MICS6
6_Congo_MICS6_356_4_2,6_Congo_MICS6_356_4,6_Congo_MICS6_356_4_2,Congo_MICS6
6_Congo_MICS6_356_5_1,6_Congo_MICS6_356_5,6_Congo_MICS6_356_5_1,Congo_MICS6
6_Congo_MICS6_356_6_2,6_Congo_MICS6_356_6,6_Congo_MICS6_356_6_2,Congo_MICS6
6_Congo_MICS6_356_6_8,6_Congo_MICS6_356_6,6_Congo_MICS6_356_6_8,Congo_MICS6
6_Congo_MICS6_356_7_1,6_Congo_MICS6_356_7,6_Congo_MICS6_356_7_1,Congo_MICS6
6_Congo_MICS6_356_8_2,6_Congo_MICS6_356_8,6_Congo_MICS6_356_8_2,Congo_MICS6
6_Congo_MICS6_356_9_2,6_Congo_MICS6_356_9,6_Congo_MICS6_356_9_2,Congo_MICS6
6_Congo_MICS6_356_10_2,6_Congo_MICS6_356_10,6_Congo_MICS6_356_10_2,Congo_MICS6
6_Congo_MICS6_356_11_2,6_Congo_MICS6_356_11,6_Congo_MICS6_356_11_2,Congo_MICS6
6_Congo_MICS6_356_11_3,6_Congo_MICS6_356_11,6_Congo_MICS6_356_11_3,Congo_MICS6
6_Congo_MICS6_356_12_2,6_Congo_MICS6_356_12,6_Congo_MICS6_356_12_2,Congo_MICS6
6_Congo_MICS6_356_13_1,6_Congo_MICS6_356_13,6_Congo_MICS6_356_13_1,Congo_MICS6
6_Congo_MICS6_356_14_2,6_Congo_MICS6_356_14,6_Congo_MICS6_356_14_2,Congo_MICS6
6_Congo_MICS6_356_15_1,6_Congo_MICS6_356_15,6_Congo_MICS6_356_15_1,Congo_MICS6
6_Congo_MICS6_356_16_2,6_Congo_MICS6_356_16,6_Congo_MICS6_356_16_2,Congo_MICS6
6_Congo_MICS6_356_17_2,6_Congo_MICS6_356_17,6_Congo_MICS6_356_17_2,Congo_MICS6
6_Congo_MICS6_356_18_3,6_Congo_MICS6_356_18,6_Congo_MICS6_356_18_3,Congo_MICS6
6_Congo_MICS6_356_19_2,6_Congo_MICS6_356_19,6_Congo_MICS6_356_19_2,Congo_MICS6
6_Congo_MICS6_356_20_1,6_Congo_MICS6_356_20,6_Congo_MICS6_356_20_1,Congo_MICS6
6_Congo_MICS6_356_21_1,6_Congo_MICS6_356_21,6_Congo_MICS6_356_21_1,Congo_MICS6
6_Congo_MICS6_356_22_2,6_Congo_MICS6_356_22,6_Congo_MICS6_356_22_2,Congo_MICS6
6_Congo_MICS6_356_22_3,6_Congo_MICS6_356_22,6_Congo_MICS6_356_22_3,Congo_MICS6
6_Congo_MICS6_356_23_2,6_Congo_MICS6_356_23,6_Congo_MICS6_356_23_2,Congo_MICS6
6_Congo_MICS6_356_24_2,6_Congo_MICS6_356_24,6_Congo_MICS6_356_24_2,Congo_MICS6
6_Congo_MICS6_356_25_3,6_Congo_MICS6_356_25,6_Congo_MICS6_356_25_3,Congo_MICS6
6_Congo_MICS6_356_26_2,6_Congo_MICS6_356_26,6_Congo_MICS6_356_26_2,Congo_MICS6
6_Congo_MICS6_356_27_1,6_Congo_MICS6_356_27,6_Congo_MICS6_356_27_1,Congo_MICS6
6_Congo_MICS6_356_30_2,6_Congo_MICS6_356_30,6_Congo_MICS6_356_30_2,Congo_MICS6
6_Congo_MICS6_357_1_1,6_Congo_MICS6_357_1,6_Congo_MICS6_357_1_1,Congo_MICS6
6_Congo_MICS6_357_2_1,6_Congo_MICS6_357_2,6_Congo_MICS6_357_2_1,Congo_MICS6
6_Congo_MICS6_357_4_2,6_Congo_MICS6_357_4,6_Congo_MICS6_357_4_2,Congo_MICS6
6_Congo_MICS6_357_5_1,6_Congo_MICS6_357_5,6_Congo_MICS6_357_5_1,Congo_MICS6
6_Congo_MICS6_357_6_1,6_Congo_MICS6_357_6,6_Congo_MICS6_357_6_1,Congo_MICS6
6_Congo_MICS6_357_8_2,6_Congo_MICS6_357_8,6_Congo_MICS6_357_8_2,Congo_MICS6
6_Congo_MICS6_357_8_5,6_Congo_MICS6_357_8,6_Congo_MICS6_357_8_5,Congo_MICS6
6_Congo_MICS6_357_9_1,6_Congo_MICS6_357_9,6_Congo_MICS6_357_9_1,Congo_MICS6
6_Congo_MICS6_357_10_2,6_Congo_MICS6_357_10,6_Congo_MICS6_357_10_2,Congo_MICS6
6_Congo_MICS6_357_10_3,6_Congo_MICS6_357_10,6_Congo_MICS6_357_10_3,Congo_MICS6
6_Congo_MICS6_357_11_2,6_Congo_MICS6_357_11,6_Congo_MICS6_357_11_2,Congo_MICS6
6_Congo_MICS6_357_14_1,6_Congo_MICS6_357_14,6_Congo_MICS6_357_14_1,Congo_MICS6
6_Congo_MICS6_357_15_1,6_Congo_MICS6_357_15,6_Congo_MICS6_357_15_1,Congo_MICS6
6_Congo_MICS6_357_16_1,6_Congo_MICS6_357_16,6_Congo_MICS6_357_16_1,Congo_MICS6
6_Congo_MICS6_357_17_1,6_Congo_MICS6_357_17,6_Congo_MICS6_357_17_1,Congo_MICS6
6_Congo_MICS6_357_17_2,6_Congo_MICS6_357_17,6_Congo_MICS6_357_17_2,Congo_MICS6
6_Congo_MICS6_357_19_2,6_Congo_MICS6_357_19,6_Congo_MICS6_357_19_2,Congo_MICS6
6_Congo_MICS6_357_20_1,6_Congo_MICS6_357_20,6_Congo_MICS6_357_20_1,Congo_MICS6
6_Congo_MICS6_357_20_2,6_Congo_MICS6_357_20,6_Congo_MICS6_357_20_2,Congo_MICS6
6_Congo_MICS6_357_21_2,6_Congo_MICS6_357_21,6_Congo_MICS6_357_21_2,Congo_MICS6
6_Congo_MICS6_357_21_3,6_Congo_MICS6_357_21,6_Congo_MICS6_357_21_3,Congo_MICS6
6_Congo_MICS6_357_22_2,6_Congo_MICS6_357_22,6_Congo_MICS6_357_22_2,Congo_MICS6
6_Congo_MICS6_357_23_2,6_Congo_MICS6_357_23,6_Congo_MICS6_357_23_2,Congo_MICS6
6_Congo_MICS6_357_24_1,6_Congo_MICS6_357_24,6_Congo_MICS6_357_24_1,Congo_MICS6
6_Congo_MICS6_357_25_2,6_Congo_MICS6_357_25,6_Congo_MICS6_357_25_2,Congo_MICS6
6_Congo_MICS6_357_26_1,6_Congo_MICS6_357_26,6_Congo_MICS6_357_26_1,Congo_MICS6
6_Congo_MICS6_357_28_2,6_Congo_MICS6_357_28,6_Congo_MICS6_357_28_2,Congo_MICS6
6_Congo_MICS6_357_29_2,6_Congo_MICS6_357_29,6_Congo_MICS6_357_29_2,Congo_MICS6
6_Congo_MICS6_357_29_3,6_Congo_MICS6_357_29,6_Congo_MICS6_357_29_3,Congo_MICS6
6_Congo_MICS6_357_30_2,6_Congo_MICS6_357_30,6_Congo_MICS6_357_30_2,Congo_MICS6
6_Congo_MICS6_360_1_2,6_Congo_MICS6_360_1,6_Congo_MICS6_360_1_2,Congo_MICS6
6_Congo_MICS6_360_2_2,6_Congo_MICS6_360_2,6_Congo_MICS6_360_2_2,Congo_MICS6
6_Congo_MICS6_360_3_3,6_Congo_MICS6_360_3,6_Congo_MICS6_360_3_3,Congo_MICS6
6_Congo_MICS6_360_3_4,6_Congo_MICS6_360_3,6_Congo_MICS6_360_3_4,Congo_MICS6
6_Congo_MICS6_360_3_16,6_Congo_MICS6_360_3,6_Congo_MICS6_360_3_16,Congo_MICS6
6_Congo_MICS6_360_5_2,6_Congo_MICS6_360_5,6_Congo_MICS6_360_5_2,Congo_MICS6
6_Congo_MICS6_360_5_4,6_Congo_MICS6_360_5,6_Congo_MICS6_360_5_4,Congo_MICS6
6_Congo_MICS6_360_7_1,6_Congo_MICS6_360_7,6_Congo_MICS6_360_7_1,Congo_MICS6
6_Congo_MICS6_360_7_4,6_Congo_MICS6_360_7,6_Congo_MICS6_360_7_4,Congo_MICS6
6_Congo_MICS6_360_7_5,6_Congo_MICS6_360_7,6_Congo_MICS6_360_7_5,Congo_MICS6
6_Congo_MICS6_360_7_6,6_Congo_MICS6_360_7,6_Congo_MICS6_360_7_6,Congo_MICS6
6_Congo_MICS6_360_7_7,6_Congo_MICS6_360_7,6_Congo_MICS6_360_7_7,Congo_MICS6
6_Congo_MICS6_360_8_1,6_Congo_MICS6_360_8,6_Congo_MICS6_360_8_1,Congo_MICS6
6_Congo_MICS6_360_9_2,6_Congo_MICS6_360_9,6_Congo_MICS6_360_9_2,Congo_MICS6
6_Congo_MICS6_360_9_3,6_Congo_MICS6_360_9,6_Congo_MICS6_360_9_3,Congo_MICS6
6_Congo_MICS6_360_9_7,6_Congo_MICS6_360_9,6_Congo_MICS6_360_9_7,Congo_MICS6
6_Congo_MICS6_360_10_2,6_Congo_MICS6_360_10,6_Congo_MICS6_360_10_2,Congo_MICS6
6_Congo_MICS6_360_11_2,6_Congo_MICS6_360_11,6_Congo_MICS6_360_11_2,Congo_MICS6
6_Congo_MICS6_360_14_2,6_Congo_MICS6_360_14,6_Congo_MICS6_360_14_2,Congo_MICS6
6_Congo_MICS6_360_16_1,6_Congo_MICS6_360_16,6_Congo_MICS6_360_16_1,Congo_MICS6
6_Congo_MICS6_360_16_2,6_Congo_MICS6_360_16,6_Congo_MICS6_360_16_2,Congo_MICS6
6_Congo_MICS6_360_18_2,6_Congo_MICS6_360_18,6_Congo_MICS6_360_18_2,Congo_MICS6
6_Congo_MICS6_360_19_1,6_Congo_MICS6_360_19,6_Congo_MICS6_360_19_1,Congo_MICS6
6_Congo_MICS6_360_22_3,6_Congo_MICS6_360_22,6_Congo_MICS6_360_22_3,Congo_MICS6
6_Congo_MICS6_360_22_4,6_Congo_MICS6_360_22,6_Congo_MICS6_360_22_4,Congo_MICS6
6_Congo_MICS6_360_22_5,6_Congo_MICS6_360_22,6_Congo_MICS6_360_22_5,Congo_MICS6
6_Congo_MICS6_360_24_3,6_Congo_MICS6_360_24,6_Congo_MICS6_360_24_3,Congo_MICS6
6_Congo_MICS6_360_27_1,6_Congo_MICS6_360_27,6_Congo_MICS6_360_27_1,Congo_MICS6
6_Congo_MICS6_360_28_2,6_Congo_MICS6_360_28,6_Congo_MICS6_360_28_2,Congo_MICS6
6_Congo_MICS6_360_28_3,6_Congo_MICS6_360_28,6_Congo_MICS6_360_28_3,Congo_MICS6
6_Congo_MICS6_360_28_4,6_Congo_MICS6_360_28,6_Congo_MICS6_360_28_4,Congo_MICS6
6_Congo_MICS6_360_29_1,6_Congo_MICS6_360_29,6_Congo_MICS6_360_29_1,Congo_MICS6
6_Congo_MICS6_360_30_2,6_Congo_MICS6_360_30,6_Congo_MICS6_360_30_2,Congo_MICS6
6_Congo_MICS6_361_1_1,6_Congo_MICS6_361_1,6_Congo_MICS6_361_1_1,Congo_MICS6
6_Congo_MICS6_361_2_2,6_Congo_MICS6_361_2,6_Congo_MICS6_361_2_2,Congo_MICS6
6_Congo_MICS6_361_2_3,6_Congo_MICS6_361_2,6_Congo_MICS6_361_2_3,Congo_MICS6
6_Congo_MICS6_361_2_6,6_Congo_MICS6_361_2,6_Congo_MICS6_361_2_6,Congo_MICS6
6_Congo_MICS6_361_3_1,6_Congo_MICS6_361_3,6_Congo_MICS6_361_3_1,Congo_MICS6
6_Congo_MICS6_361_4_3,6_Congo_MICS6_361_4,6_Congo_MICS6_361_4_3,Congo_MICS6
6_Congo_MICS6_361_5_1,6_Congo_MICS6_361_5,6_Congo_MICS6_361_5_1,Congo_MICS6
6_Congo_MICS6_361_6_4,6_Congo_MICS6_361_6,6_Congo_MICS6_361_6_4,Congo_MICS6
6_Congo_MICS6_361_7_1,6_Congo_MICS6_361_7,6_Congo_MICS6_361_7_1,Congo_MICS6
6_Congo_MICS6_361_7_3,6_Congo_MICS6_361_7,6_Congo_MICS6_361_7_3,Congo_MICS6
6_Congo_MICS6_361_10_2,6_Congo_MICS6_361_10,6_Congo_MICS6_361_10_2,Congo_MICS6
6_Congo_MICS6_361_10_3,6_Congo_MICS6_361_10,6_Congo_MICS6_361_10_3,Congo_MICS6
6_Congo_MICS6_361_11_2,6_Congo_MICS6_361_11,6_Congo_MICS6_361_11_2,Congo_MICS6
6_Congo_MICS6_361_12_2,6_Congo_MICS6_361_12,6_Congo_MICS6_361_12_2,Congo_MICS6
6_Congo_MICS6_361_12_3,6_Congo_MICS6_361_12,6_Congo_MICS6_361_12_3,Congo_MICS6
6_Congo_MICS6_361_13_1,6_Congo_MICS6_361_13,6_Congo_MICS6_361_13_1,Congo_MICS6
6_Congo_MICS6_361_13_2,6_Congo_MICS6_361_13,6_Congo_MICS6_361_13_2,Congo_MICS6
6_Congo_MICS6_361_14_2,6_Congo_MICS6_361_14,6_Congo_MICS6_361_14_2,Congo_MICS6
6_Congo_MICS6_361_14_3,6_Congo_MICS6_361_14,6_Congo_MICS6_361_14_3,Congo_MICS6
6_Congo_MICS6_361_14_4,6_Congo_MICS6_361_14,6_Congo_MICS6_361_14_4,Congo_MICS6
6_Congo_MICS6_361_15_2,6_Congo_MICS6_361_15,6_Congo_MICS6_361_15_2,Congo_MICS6
6_Congo_MICS6_361_15_4,6_Congo_MICS6_361_15,6_Congo_MICS6_361_15_4,Congo_MICS6
6_Congo_MICS6_361_16_1,6_Congo_MICS6_361_16,6_Congo_MICS6_361_16_1,Congo_MICS6
6_Congo_MICS6_361_17_2,6_Congo_MICS6_361_17,6_Congo_MICS6_361_17_2,Congo_MICS6
6_Congo_MICS6_361_17_3,6_Congo_MICS6_361_17,6_Congo_MICS6_361_17_3,Congo_MICS6
6_Congo_MICS6_361_17_4,6_Congo_MICS6_361_17,6_Congo_MICS6_361_17_4,Congo_MICS6
6_Congo_MICS6_361_18_2,6_Congo_MICS6_361_18,6_Congo_MICS6_361_18_2,Congo_MICS6
6_Congo_MICS6_361_18_8,6_Congo_MICS6_361_18,6_Congo_MICS6_361_18_8,Congo_MICS6
6_Congo_MICS6_361_20_1,6_Congo_MICS6_361_20,6_Congo_MICS6_361_20_1,Congo_MICS6
6_Congo_MICS6_361_20_2,6_Congo_MICS6_361_20,6_Congo_MICS6_361_20_2,Congo_MICS6
6_Congo_MICS6_361_20_3,6_Congo_MICS6_361_20,6_Congo_MICS6_361_20_3,Congo_MICS6
6_Congo_MICS6_361_20_5,6_Congo_MICS6_361_20,6_Congo_MICS6_361_20_5,Congo_MICS6
6_Congo_MICS6_361_22_2,6_Congo_MICS6_361_22,6_Congo_MICS6_361_22_2,Congo_MICS6
6_Congo_MICS6_361_22_3,6_Congo_MICS6_361_22,6_Congo_MICS6_361_22_3,Congo_MICS6
6_Congo_MICS6_361_22_5,6_Congo_MICS6_361_22,6_Congo_MICS6_361_22_5,Congo_MICS6
6_Congo_MICS6_361_23_1,6_Congo_MICS6_361_23,6_Congo_MICS6_361_23_1,Congo_MICS6
6_Congo_MICS6_361_24_2,6_Congo_MICS6_361_24,6_Congo_MICS6_361_24_2,Congo_MICS6
6_Congo_MICS6_361_25_1,6_Congo_MICS6_361_25,6_Congo_MICS6_361_25_1,Congo_MICS6
6_Congo_MICS6_361_27_5,6_Congo_MICS6_361_27,6_Congo_MICS6_361_27_5,Congo_MICS6
6_Congo_MICS6_361_28_2,6_Congo_MICS6_361_28,6_Congo_MICS6_361_28_2,Congo_MICS6
6_Congo_MICS6_361_29_1,6_Congo_MICS6_361_29,6_Congo_MICS6_361_29_1,Congo_MICS6
6_Congo_MICS6_361_29_2,6_Congo_MICS6_361_29,6_Congo_MICS6_361_29_2,Congo_MICS6
6_Congo_MICS6_361_29_3,6_Congo_MICS6_361_29,6_Congo_MICS6_361_29_3,Congo_MICS6
6_Congo_MICS6_361_29_4,6_Congo_MICS6_361_29,6_Congo_MICS6_361_29_4,Congo_MICS6
6_Congo_MICS6_361_29_5,6_Congo_MICS6_361_29,6_Congo_MICS6_361_29_5,Congo_MICS6
6_Congo_MICS6_361_30_1,6_Congo_MICS6_361_30,6_Congo_MICS6_361_30_1,Congo_MICS6
6_Congo_MICS6_361_30_2,6_Congo_MICS6_361_30,6_Congo_MICS6_361_30_2,Congo_MICS6
6_Congo_MICS6_362_1_1,6_Congo_MICS6_362_1,6_Congo_MICS6_362_1_1,Congo_MICS6
6_Congo_MICS6_362_2_2,6_Congo_MICS6_362_2,6_Congo_MICS6_362_2_2,Congo_MICS6
6_Congo_MICS6_362_3_2,6_Congo_MICS6_362_3,6_Congo_MICS6_362_3_2,Congo_MICS6
6_Congo_MICS6_362_4_2,6_Congo_MICS6_362_4,6_Congo_MICS6_362_4_2,Congo_MICS6
6_Congo_MICS6_362_5_2,6_Congo_MICS6_362_5,6_Congo_MICS6_362_5_2,Congo_MICS6
6_Congo_MICS6_362_6_2,6_Congo_MICS6_362_6,6_Congo_MICS6_362_6_2,Congo_MICS6
6_Congo_MICS6_362_7_2,6_Congo_MICS6_362_7,6_Congo_MICS6_362_7_2,Congo_MICS6
6_Congo_MICS6_362_10_1,6_Congo_MICS6_362_10,6_Congo_MICS6_362_10_1,Congo_MICS6
6_Congo_MICS6_362_12_1,6_Congo_MICS6_362_12,6_Congo_MICS6_362_12_1,Congo_MICS6
6_Congo_MICS6_362_13_2,6_Congo_MICS6_362_13,6_Congo_MICS6_362_13_2,Congo_MICS6
6_Congo_MICS6_362_14_2,6_Congo_MICS6_362_14,6_Congo_MICS6_362_14_2,Congo_MICS6
6_Congo_MICS6_362_15_2,6_Congo_MICS6_362_15,6_Congo_MICS6_362_15_2,Congo_MICS6
6_Congo_MICS6_362_16_2,6_Congo_MICS6_362_16,6_Congo_MICS6_362_16_2,Congo_MICS6
6_Congo_MICS6_362_17_4,6_Congo_MICS6_362_17,6_Congo_MICS6_362_17_4,Congo_MICS6
6_Congo_MICS6_362_21_2,6_Congo_MICS6_362_21,6_Congo_MICS6_362_21_2,Congo_MICS6
6_Congo_MICS6_362_21_3,6_Congo_MICS6_362_21,6_Congo_MICS6_362_21_3,Congo_MICS6
6_Congo_MICS6_362_24_2,6_Congo_MICS6_362_24,6_Congo_MICS6_362_24_2,Congo_MICS6
6_Congo_MICS6_362_25_2,6_Congo_MICS6_362_25,6_Congo_MICS6_362_25_2,Congo_MICS6
6_Congo_MICS6_362_27_2,6_Congo_MICS6_362_27,6_Congo_MICS6_362_27_2,Congo_MICS6
6_Congo_MICS6_362_28_2,6_Congo_MICS6_362_28,6_Congo_MICS6_362_28_2,Congo_MICS6
6_Congo_MICS6_362_30_2,6_Congo_MICS6_362_30,6_Congo_MICS6_362_30_2,Congo_MICS6
6_Congo_MICS6_362_30_3,6_Congo_MICS6_362_30,6_Congo_MICS6_362_30_3,Congo_MICS6
6_Congo_MICS6_363_1_1,6_Congo_MICS6_363_1,6_Congo_MICS6_363_1_1,Congo_MICS6
6_Congo_MICS6_363_3_2,6_Congo_MICS6_363_3,6_Congo_MICS6_363_3_2,Congo_MICS6
6_Congo_MICS6_363_4_1,6_Congo_MICS6_363_4,6_Congo_MICS6_363_4_1,Congo_MICS6
6_Congo_MICS6_363_5_2,6_Congo_MICS6_363_5,6_Congo_MICS6_363_5_2,Congo_MICS6
6_Congo_MICS6_363_7_2,6_Congo_MICS6_363_7,6_Congo_MICS6_363_7_2,Congo_MICS6
6_Congo_MICS6_363_8_2,6_Congo_MICS6_363_8,6_Congo_MICS6_363_8_2,Congo_MICS6
6_Congo_MICS6_363_9_1,6_Congo_MICS6_363_9,6_Congo_MICS6_363_9_1,Congo_MICS6
6_Congo_MICS6_363_10_1,6_Congo_MICS6_363_10,6_Congo_MICS6_363_10_1,Congo_MICS6
6_Congo_MICS6_363_11_2,6_Congo_MICS6_363_11,6_Congo_MICS6_363_11_2,Congo_MICS6
6_Congo_MICS6_363_11_3,6_Congo_MICS6_363_11,6_Congo_MICS6_363_11_3,Congo_MICS6
6_Congo_MICS6_363_12_1,6_Congo_MICS6_363_12,6_Congo_MICS6_363_12_1,Congo_MICS6
6_Congo_MICS6_363_13_1,6_Congo_MICS6_363_13,6_Congo_MICS6_363_13_1,Congo_MICS6
6_Congo_MICS6_363_14_1,6_Congo_MICS6_363_14,6_Congo_MICS6_363_14_1,Congo_MICS6
6_Congo_MICS6_363_15_2,6_Congo_MICS6_363_15,6_Congo_MICS6_363_15_2,Congo_MICS6
6_Congo_MICS6_363_16_1,6_Congo_MICS6_363_16,6_Congo_MICS6_363_16_1,Congo_MICS6
6_Congo_MICS6_363_16_2,6_Congo_MICS6_363_16,6_Congo_MICS6_363_16_2,Congo_MICS6
6_Congo_MICS6_363_16_4,6_Congo_MICS6_363_16,6_Congo_MICS6_363_16_4,Congo_MICS6
6_Congo_MICS6_363_17_1,6_Congo_MICS6_363_17,6_Congo_MICS6_363_17_1,Congo_MICS6
6_Congo_MICS6_363_18_1,6_Congo_MICS6_363_18,6_Congo_MICS6_363_18_1,Congo_MICS6
6_Congo_MICS6_363_18_2,6_Congo_MICS6_363_18,6_Congo_MICS6_363_18_2,Congo_MICS6
