,WB6A,WB16,MT9,MT11,CM3,CM8,CP2,UN7,UN14N,VT9,MA1,AF10,AF11,SB2U,TA16,LS2
6_Congo_MICS6_646_10_7,31.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_646_11_2,10.0,,2.0,1.0,0.0,1.0,1.0,1.0,18.0,2.0,1.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_646_11_3,32.0,,2.0,2.0,,2.0,2.0,8.0,19.0,2.0,3.0,2.0,1.0,,,6.0
6_Congo_MICS6_646_13_2,20.0,,2.0,2.0,2.0,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0
6_Congo_MICS6_646_13_5,,,2.0,2.0,,2.0,2.0,8.0,6.0,2.0,1.0,1.0,1.0,3.0,,1.0
6_Congo_MICS6_646_13_7,20.0,,2.0,2.0,,2.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0
6_Congo_MICS6_646_13_8,20.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,1.0,4.0
6_Congo_MICS6_646_14_1,20.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_646_15_2,31.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_646_17_4,20.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,,,6.0
6_Congo_MICS6_646_19_1,20.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_646_19_3,31.0,,2.0,2.0,,2.0,2.0,1.0,15.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_646_20_2,20.0,,2.0,2.0,,1.0,2.0,8.0,94.0,2.0,2.0,2.0,1.0,3.0,,2.0
6_Congo_MICS6_646_21_1,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_646_22_1,10.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,3.0,,8.0
6_Congo_MICS6_646_22_2,31.0,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,,,6.0
6_Congo_MICS6_646_23_2,32.0,3.0,2.0,2.0,,2.0,9.0,8.0,20.0,2.0,3.0,2.0,1.0,,,6.0
6_Congo_MICS6_646_23_3,33.0,3.0,2.0,2.0,,2.0,2.0,8.0,27.0,2.0,3.0,2.0,1.0,4.0,,6.0
6_Congo_MICS6_646_24_1,,3.0,2.0,1.0,3.0,2.0,,,6.0,2.0,1.0,1.0,1.0,2.0,,1.0
6_Congo_MICS6_646_26_2,31.0,,2.0,1.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
6_Congo_MICS6_646_26_3,10.0,,2.0,2.0,,2.0,2.0,3.0,,2.0,3.0,,,,,5.0
6_Congo_MICS6_646_27_1,31.0,1.0,2.0,1.0,0.0,2.0,,,7.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_646_29_1,20.0,,2.0,2.0,1.0,2.0,2.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,,7.0
6_Congo_MICS6_647_1_3,,,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_647_1_4,,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_647_2_2,,,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_647_3_1,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,13.0,2.0,1.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_647_4_1,10.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_647_4_2,,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_647_5_2,20.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_647_5_6,,,2.0,2.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_647_6_2,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_647_7_1,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,94.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_647_8_2,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_647_8_4,20.0,,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,3.0,,,1.0,,5.0
6_Congo_MICS6_647_9_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_647_12_2,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_647_12_3,10.0,3.0,2.0,2.0,,2.0,2.0,8.0,95.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_647_13_1,10.0,,2.0,1.0,2.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_647_14_2,10.0,,2.0,2.0,3.0,2.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_647_14_5,32.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,4.0
6_Congo_MICS6_647_15_1,10.0,,2.0,2.0,3.0,1.0,2.0,2.0,26.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_647_15_2,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_647_16_3,32.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_647_19_2,,,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_647_21_2,10.0,,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_647_22_2,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_647_22_3,,,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_647_23_2,10.0,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_647_23_3,20.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,9.0
6_Congo_MICS6_647_24_1,31.0,,2.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_647_25_2,10.0,,2.0,2.0,4.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_647_26_1,10.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_647_26_2,,,2.0,2.0,,2.0,1.0,1.0,3.0,2.0,3.0,,,2.0,,4.0
6_Congo_MICS6_647_27_1,32.0,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_647_28_2,10.0,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_647_29_2,40.0,,1.0,1.0,,2.0,,,5.0,2.0,1.0,1.0,1.0,1.0,0.0,7.0
6_Congo_MICS6_647_29_4,32.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_647_30_2,31.0,,2.0,2.0,0.0,2.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_648_1_2,20.0,,2.0,2.0,2.0,2.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_648_2_1,20.0,,2.0,1.0,4.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_648_2_7,,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_648_3_1,20.0,,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_648_4_2,10.0,,2.0,1.0,0.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_648_5_2,,,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,,10.0
6_Congo_MICS6_648_6_1,32.0,,2.0,1.0,0.0,2.0,,,3.0,2.0,1.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_648_7_2,31.0,,2.0,1.0,0.0,2.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_648_9_1,10.0,,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_648_11_2,10.0,,2.0,2.0,6.0,2.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_648_11_5,31.0,,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,3.0,,,4.0,,5.0
6_Congo_MICS6_648_13_2,10.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_648_13_5,31.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_648_15_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_648_15_8,,1.0,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_648_15_9,31.0,1.0,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_648_16_1,20.0,,2.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_648_17_2,32.0,,2.0,2.0,2.0,2.0,,,8.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_648_18_2,31.0,,2.0,1.0,2.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_648_19_1,20.0,,2.0,2.0,5.0,2.0,2.0,2.0,10.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_648_19_2,31.0,,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0
6_Congo_MICS6_648_19_3,31.0,,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_648_19_4,31.0,,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_648_20_2,10.0,,2.0,2.0,3.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_648_20_4,32.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,3.0,,5.0
6_Congo_MICS6_648_21_2,20.0,,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_648_22_1,20.0,,2.0,2.0,2.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_648_23_2,31.0,,2.0,1.0,2.0,2.0,2.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_648_24_1,20.0,,2.0,1.0,1.0,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_648_29_1,20.0,,2.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0
6_Congo_MICS6_648_30_2,20.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_649_1_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_649_2_2,10.0,,2.0,2.0,2.0,2.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_649_3_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_649_4_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_649_5_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,15.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_649_6_2,10.0,,2.0,2.0,6.0,2.0,,,6.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_649_6_4,32.0,,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_649_7_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,,10.0
6_Congo_MICS6_649_7_3,20.0,3.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,,10.0
6_Congo_MICS6_649_7_10,,3.0,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_649_7_11,,3.0,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,,,4.0
6_Congo_MICS6_649_8_3,20.0,,2.0,2.0,1.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_649_9_2,10.0,,2.0,2.0,2.0,1.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_649_9_4,10.0,,2.0,2.0,,2.0,9.0,1.0,0.0,2.0,3.0,,,,,10.0
6_Congo_MICS6_649_10_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_649_11_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,9.0
6_Congo_MICS6_649_12_2,,,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_649_12_3,,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,3.0,,5.0
6_Congo_MICS6_649_13_2,20.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,7.0
6_Congo_MICS6_649_13_3,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,,,9.0
6_Congo_MICS6_649_14_1,10.0,,2.0,2.0,2.0,1.0,2.0,3.0,10.0,2.0,3.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_649_15_3,10.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_649_16_2,,,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_649_16_8,,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,,4.0
6_Congo_MICS6_649_16_9,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,,,6.0
6_Congo_MICS6_649_17_1,,,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_649_18_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_649_19_2,,,2.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_649_20_2,10.0,,2.0,2.0,3.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_649_21_3,20.0,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,,,10.0
6_Congo_MICS6_649_23_1,10.0,1.0,2.0,2.0,2.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_649_24_2,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_649_27_2,20.0,,2.0,2.0,2.0,1.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_649_27_3,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,4.0,,9.0
6_Congo_MICS6_649_28_2,31.0,,2.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_649_29_1,10.0,,2.0,2.0,0.0,1.0,2.0,3.0,12.0,2.0,3.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_649_29_2,10.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,14.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_649_30_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_649_30_3,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,,,10.0
6_Congo_MICS6_650_1_2,31.0,,2.0,2.0,2.0,2.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_650_2_2,10.0,,2.0,2.0,3.0,2.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_650_2_3,20.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_650_3_2,,,2.0,2.0,3.0,2.0,,,7.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_650_4_2,10.0,1.0,2.0,2.0,4.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,3.0,,1.0
6_Congo_MICS6_650_5_2,10.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
6_Congo_MICS6_650_6_2,10.0,,2.0,2.0,1.0,2.0,,,8.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_650_7_2,10.0,,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_650_8_2,,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_650_9_2,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,7.0
6_Congo_MICS6_650_9_4,20.0,,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,,,9.0
6_Congo_MICS6_650_10_1,10.0,,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,4.0,,5.0
6_Congo_MICS6_650_10_3,10.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,,,4.0,,5.0
6_Congo_MICS6_650_11_1,10.0,,2.0,2.0,2.0,2.0,,,18.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_650_12_1,,,2.0,2.0,,2.0,2.0,1.0,8.0,2.0,1.0,,,3.0,,5.0
6_Congo_MICS6_650_13_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,13.0,2.0,1.0,1.0,1.0,2.0,0.0,6.0
6_Congo_MICS6_650_14_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_650_15_3,10.0,,2.0,2.0,,2.0,9.0,1.0,3.0,2.0,3.0,,,4.0,,5.0
6_Congo_MICS6_650_16_1,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_650_17_2,10.0,,2.0,2.0,1.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_650_18_1,10.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_650_19_2,10.0,,2.0,2.0,1.0,2.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,3.0,0.0,5.0
6_Congo_MICS6_650_20_2,32.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_650_21_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_650_22_2,20.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_650_23_2,32.0,1.0,2.0,2.0,0.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_650_24_2,10.0,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_650_25_2,20.0,,2.0,2.0,1.0,1.0,2.0,1.0,12.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_650_26_1,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_650_27_2,20.0,,2.0,2.0,2.0,2.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_650_28_1,,,2.0,2.0,1.0,2.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_650_30_2,10.0,,2.0,2.0,3.0,1.0,1.0,8.0,23.0,2.0,1.0,1.0,1.0,2.0,,1.0
6_Congo_MICS6_650_30_4,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_650_30_5,10.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,,,,,3.0
6_Congo_MICS6_651_2_2,10.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_651_5_2,10.0,,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_651_6_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_651_7_1,10.0,,2.0,2.0,0.0,2.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_651_8_2,10.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_651_10_2,,,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_651_11_2,10.0,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_651_12_2,32.0,,2.0,1.0,,1.0,,,13.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_651_13_1,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,,6.0
6_Congo_MICS6_651_15_2,,,2.0,2.0,1.0,2.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,3.0,,2.0
6_Congo_MICS6_652_1_2,20.0,,2.0,2.0,,2.0,2.0,1.0,8.0,2.0,3.0,1.0,1.0,,,6.0
6_Congo_MICS6_652_2_2,,3.0,2.0,2.0,2.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_652_5_2,10.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_652_6_2,10.0,,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,0.0
6_Congo_MICS6_652_7_2,31.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0
6_Congo_MICS6_652_8_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,0.0
6_Congo_MICS6_652_9_1,,,2.0,2.0,0.0,2.0,2.0,2.0,93.0,2.0,1.0,3.0,1.0,4.0,,2.0
6_Congo_MICS6_652_9_2,,,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_652_9_3,32.0,,2.0,2.0,,2.0,2.0,8.0,10.0,2.0,3.0,,,4.0,,7.0
6_Congo_MICS6_652_10_2,31.0,,2.0,1.0,4.0,2.0,,,94.0,2.0,1.0,2.0,1.0,1.0,,8.0
6_Congo_MICS6_652_11_2,,3.0,2.0,2.0,4.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_652_11_4,10.0,,2.0,2.0,,2.0,2.0,8.0,95.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_652_12_2,10.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_652_13_2,,,2.0,2.0,3.0,2.0,,,8.0,2.0,1.0,2.0,1.0,1.0,,3.0
6_Congo_MICS6_652_14_3,32.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_652_14_4,31.0,,2.0,2.0,,2.0,2.0,3.0,4.0,2.0,3.0,,,,,10.0
6_Congo_MICS6_652_15_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_652_16_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_652_17_2,10.0,,2.0,2.0,3.0,2.0,,,7.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_652_17_3,31.0,,2.0,2.0,,2.0,2.0,1.0,17.0,2.0,3.0,,,,,7.0
