,label,used_indicator,0.0,10.0,20.0,31.0,32.0,33.0,34.0,40.0,98.0,99.0
Congo_MICS6,Le plus haut niveau d'école fréquenté,WB6A,PREPRIMAIRE,PRIMAIRE,SECONDAIRE 1,SECONDAIRE 2 GENER,SECONDAIRE 2 TECHN,SECONDAIRE 2 PROFES,SECONDAIRE 2 ART&M,SUPERIEUR,NSP,NON REPONSE
