,label,used_indicator,1.0,2.0,3.0,6.0,9.0
Congo_MICS6,Lieu de vie avant de déménager é l'endroit actuel,WB16,VILLE,BOURGADE,MILIEU RURAL,AUTRE,NON REPONSE
