,label,used_indicator,1.0,2.0,3.0,9.0
Congo_MICS6,Actuellement marié ou vivant avec un homme,MA1,"OUI, MARIEE ACTUELLEMENT","OUI, VIT ACTUELLEMENT AVEC UN PARTENAIRE","NON, PAS EN UNION",NON REPONSE
